STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOIDFQ,18-24_2013,18-24_20_1,2020_TP_co,2020_TP_un,2020_TP_mi,2020_TP_ma,2020_TP_ra,2020_TP_su,2020_TP_me,2020_TP__1,2020_TP_st,2020_TP__2,2020_TP__3,2020_TP_q1,2020_TP_q3,2020_TP_iq,20_18-24%_,20_18-24_1,20_18-24_2,20_18-24_3,20_18-24_4,20_18-24_5,20_18-24_6,20_18-24_7,20_18-24_8,20_18-24_9,20_18-2410,20_18-2411,20_18-2412,20_18-2413,%18-24_202,%Change,Ohio_Block_Groups_2020_TP,Ohio_Block_Groups_20_18-24%,Ohio_Block_Groups_Med_HHInc,Ohio_Block_Groups_TotalHH_L2,Ohio_Block_Groups_%_HHL2,Ohio_Block_Groups_PC_POP_20,Ohio_Block_Groups_PC_POP_10,Ohio_Block_Groups_PC_Change,Ohio_Block_Groups_PC_HHL2
"39","119","911500","3","391199115003",Block Group 3,G5030,S,3253905,15823,"+39.9868297","-082.0345048",1500000US391199115003,"297","19.41176471",5,5,30.000000,241.000000,211.000000,528.000000,105.600000,59.000000,78.632309,30.000000,30.000000,51.000000,147.000000,96.000000,5,4,3.000000,13.000000,10.000000,33.000000,6.600000,4.000000,4.127953,4.000000,3.000000,3.000000,10.000000,7.000000,13,-6.412,241,10,49904,707,68.841,0.100,0.194,-0.094,0.688
"39","119","912600","3","391199126003",Block Group 3,G5030,S,12355161,503938,"+39.8829421","-081.9521413",1500000US391199126003,"54","4.647160069",6,6,28.000000,143.000000,115.000000,476.000000,79.333333,80.000000,38.421637,28.000000,28.000000,44.000000,101.000000,57.000000,6,6,2.000000,12.000000,10.000000,41.000000,6.833333,7.000000,3.715583,2.000000,2.000000,3.000000,10.000000,7.000000,12,7.353,44,3,80038,267,45.955,0.030,0.046,-0.016,0.460
"39","119","911600","1","391199116001",Block Group 1,G5030,S,9003372,683652,"+39.9988698","-081.9923741",1500000US391199116001,"30","1.948051948",8,8,18.000000,285.000000,267.000000,864.000000,108.000000,89.000000,83.288655,18.000000,18.000000,39.000000,152.500000,113.500000,8,6,2.000000,13.000000,11.000000,64.000000,8.000000,8.500000,4.582576,2.000000,12.000000,3.500000,12.500000,9.000000,13,11.052,,,,,,,,,
"39","119","912800","1","391199128001",Block Group 1,G5030,S,55212559,0,"+39.9958617","-081.8277806",1500000US391199128001,"53","4.326530612",7,7,24.000000,312.000000,288.000000,986.000000,140.857143,131.000000,84.823226,24.000000,24.000000,89.500000,170.000000,80.500000,7,6,3.000000,15.000000,12.000000,67.000000,9.571429,9.000000,3.458205,3.000000,9.000000,8.500000,11.500000,3.000000,15,10.673,24,3,56400,255,75.000,0.030,0.043,-0.013,0.750
"39","119","911600","4","391199116004",Block Group 4,G5030,S,4217502,0,"+40.0012268","-082.0212763",1500000US391199116004,"30","2.233804914",5,5,18.000000,241.000000,223.000000,584.000000,116.800000,119.000000,76.739560,18.000000,18.000000,59.000000,147.000000,88.000000,5,5,2.000000,13.000000,11.000000,34.000000,6.800000,6.000000,4.166533,2.000000,2.000000,3.000000,10.000000,7.000000,13,10.766,,,,,,,,,
"39","119","912300","1","391199123001",Block Group 1,G5030,S,2609618,48062,"+39.9058737","-082.0093424",1500000US391199123001,"119","5.964912281",8,8,35.000000,108.000000,73.000000,620.000000,77.500000,86.500000,24.622145,35.000000,35.000000,55.500000,96.500000,41.000000,8,5,3.000000,12.000000,9.000000,55.000000,6.875000,6.000000,2.758510,3.000000,5.000000,5.000000,9.000000,4.000000,12,6.035,91,5,55773,579,71.481,0.050,0.060,-0.010,0.715
"39","027","964300","2","390279643002",Block Group 2,G5030,S,41007701,66679,"+39.5239983","-083.6669832",1500000US390279643002,"20","2.074688797",6,6,22.000000,88.000000,66.000000,297.000000,49.500000,43.000000,25.552234,22.000000,22.000000,26.000000,75.000000,49.000000,6,4,4.000000,7.000000,3.000000,32.000000,5.333333,5.500000,1.105542,5.000000,4.000000,4.000000,6.000000,2.000000,7,4.925,29,4,58015,152,58.238,0.040,0.021,0.019,0.582
"39","027","964300","3","390279643003",Block Group 3,G5030,S,36551349,42491,"+39.4444493","-083.6304285",1500000US390279643003,"44","4.066543438",9,9,22.000000,207.000000,185.000000,626.000000,69.555556,57.000000,54.314130,22.000000,22.000000,33.000000,88.000000,55.000000,9,5,4.000000,14.000000,10.000000,58.000000,6.444444,6.000000,2.793290,4.000000,5.000000,5.000000,6.000000,1.000000,14,9.933,88,6,50500,359,64.337,0.060,0.041,0.019,0.643
"39","113","001600","2","391130016002",Block Group 2,G5030,S,1824259,155620,"+39.7921410","-084.1988876",1500000US391130016002,"74","7.319485658",6,6,10.000000,71.000000,61.000000,207.000000,34.500000,33.000000,19.024108,10.000000,10.000000,21.000000,39.000000,18.000000,6,5,2.000000,17.000000,15.000000,37.000000,6.166667,4.000000,5.112621,2.000000,3.000000,3.000000,7.000000,4.000000,17,9.681,37,3,43504,579,79.642,0.030,0.073,-0.043,0.796
"39","113","001900","6","391130019006",Block Group 6,G5030,S,500526,0,"+39.7567374","-084.1638806",1500000US391130019006,"150","14.1509434",8,8,12.000000,179.000000,167.000000,657.000000,82.125000,80.000000,59.456786,12.000000,12.000000,19.000000,134.000000,115.000000,8,7,2.000000,18.000000,16.000000,68.000000,8.500000,8.000000,5.454356,2.000000,3.000000,3.000000,13.000000,10.000000,18,3.849,,,,,,,,,
"39","113","003404","3","391130034043",Block Group 3,G5030,S,215917,0,"+39.7471878","-084.1775903",1500000US391130034043,"110","21.07279693",5,5,0.000000,2672.000000,2672.000000,2920.000000,584.000000,62.000000,1045.571997,0.000000,0.000000,20.000000,166.000000,146.000000,5,5,0.000000,88.000000,88.000000,125.000000,25.000000,6.000000,33.009090,0.000000,0.000000,3.000000,28.000000,25.000000,88,66.927,20,3,32560,218,77.032,0.030,0.211,-0.181,0.770
"39","113","002200","4","391130022004",Block Group 4,G5030,S,339206,0,"+39.7510203","-084.1611081",1500000US391130022004,"70","11.84433164",8,8,0.000000,272.000000,272.000000,871.000000,108.875000,109.500000,90.660683,0.000000,0.000000,19.000000,171.000000,152.000000,8,5,0.000000,19.000000,19.000000,71.000000,8.875000,9.000000,6.152997,0.000000,3.000000,3.000000,14.000000,11.000000,19,7.156,21,3,21508,52,17.931,0.030,0.118,-0.088,0.179
"39","071","954900","3","390719549003",Block Group 3,G5030,S,401408,0,"+39.1992547","-083.6074962",1500000US390719549003,"50","8.896797153",3,3,0.000000,46.000000,46.000000,87.000000,29.000000,41.000000,20.607442,0.000000,0.000000,20.500000,43.500000,23.000000,3,3,0.000000,5.000000,5.000000,9.000000,3.000000,4.000000,2.160247,0.000000,0.000000,2.000000,4.500000,2.500000,5,-3.897,0,0,25972,141,72.308,0.000,0.089,-0.089,0.723
"39","027","964500","2","390279645002",Block Group 2,G5030,S,13475897,128152,"+39.4665183","-083.7916071",1500000US390279645002,"78","6.712564544",6,6,0.000000,984.000000,984.000000,1311.000000,218.500000,83.000000,345.918463,0.000000,0.000000,17.000000,144.000000,127.000000,6,5,0.000000,55.000000,55.000000,94.000000,15.666667,9.000000,18.107702,0.000000,7.000000,7.000000,14.000000,7.000000,55,48.287,,,,,,,,,
"39","027","964500","4","390279645004",Block Group 4,G5030,S,3740927,2848,"+39.4607312","-083.8442955",1500000US390279645004,"167","8.761804827",6,5,0.000000,181.000000,181.000000,472.000000,78.666667,77.500000,60.878750,0.000000,109.000000,27.000000,109.000000,82.000000,6,6,0.000000,14.000000,14.000000,45.000000,7.500000,8.500000,5.090841,0.000000,0.000000,2.000000,12.000000,10.000000,14,5.238,,,,,,,,,
"39","027","964600","4","390279646004",Block Group 4,G5030,S,526906,0,"+39.4435898","-083.8254643",1500000US390279646004,"30","5.253940455",5,5,17.000000,984.000000,967.000000,1374.000000,274.800000,109.000000,359.342956,17.000000,17.000000,69.000000,195.000000,126.000000,5,5,7.000000,55.000000,48.000000,97.000000,19.400000,10.000000,18.051039,7.000000,7.000000,9.000000,16.000000,7.000000,55,49.746,17,7,35781,109,86.508,0.070,0.053,0.017,0.865
"39","061","025102","5","390610251025",Block Group 5,G5030,S,1396146,0,"+39.0804354","-084.3271253",1500000US390610251025,"163","8.529565672",6,5,0.000000,332.000000,332.000000,576.000000,96.000000,55.000000,117.864329,8.000000,0.000000,0.000000,134.000000,134.000000,6,4,0.000000,18.000000,18.000000,34.000000,5.666667,3.500000,6.599663,7.000000,0.000000,0.000000,9.000000,9.000000,18,9.470,134,9,104350,176,33.021,0.090,0.085,0.005,0.330
"39","061","027100","3","390610271003",Block Group 3,G5030,S,1630774,0,"+39.1899562","-084.4719927",1500000US390610271003,"49","6.306306306",6,6,0.000000,165.000000,165.000000,465.000000,77.500000,70.000000,71.345988,0.000000,0.000000,4.000000,156.000000,152.000000,6,6,0.000000,15.000000,15.000000,39.000000,6.500000,4.500000,6.075909,0.000000,0.000000,1.000000,14.000000,13.000000,15,8.694,121,15,8896,167,71.983,0.150,0.063,0.087,0.720
"39","061","026700","1","390610267001",Block Group 1,G5030,S,766955,0,"+39.1217098","-084.4974025",1500000US390610267001,"13","2.253032929",8,8,0.000000,117.000000,117.000000,408.000000,51.000000,49.000000,35.902646,0.000000,0.000000,22.000000,74.500000,52.500000,8,6,0.000000,12.000000,12.000000,44.000000,5.500000,6.000000,3.605551,0.000000,6.000000,2.500000,7.500000,5.000000,12,9.747,10,2,18000,175,62.950,0.020,0.023,-0.003,0.630
"39","061","027000","2","390610270002",Block Group 2,G5030,S,633057,0,"+39.1337513","-084.4987710",1500000US390610270002,"46","6.415620642",6,5,0.000000,615.000000,615.000000,847.000000,141.166667,47.500000,217.849655,10.000000,0.000000,0.000000,137.000000,137.000000,6,5,0.000000,61.000000,61.000000,89.000000,14.833333,5.500000,21.505167,2.000000,0.000000,0.000000,17.000000,17.000000,61,54.584,0,0,41875,508,95.310,0.000,0.064,-0.064,0.953
"39","097","040700","2","390970407002",Block Group 2,G5030,S,717775,0,"+39.8793647","-083.4482119",1500000US390970407002,"151","16.92825112",3,3,57.000000,80.000000,23.000000,213.000000,71.000000,76.000000,10.033278,57.000000,57.000000,66.500000,78.000000,11.500000,3,3,5.000000,10.000000,5.000000,24.000000,8.000000,9.000000,2.160247,5.000000,5.000000,7.000000,9.500000,2.500000,10,-6.928,76,9,36420,177,63.899,0.090,0.169,-0.079,0.639
"39","097","041200","2","390970412002",Block Group 2,G5030,S,7606881,6404,"+39.7037986","-083.2650032",1500000US390970412002,"102","11.32075472",6,6,45.000000,68.000000,23.000000,360.000000,60.000000,63.500000,7.788881,45.000000,45.000000,55.000000,65.000000,10.000000,6,5,3.000000,8.000000,5.000000,35.000000,5.833333,6.000000,1.572330,3.000000,6.000000,5.000000,7.000000,2.000000,8,-3.321,63,5,63750,286,60.722,0.050,0.113,-0.063,0.607
"39","103","412000","2","391034120002",Block Group 2,G5030,S,24160803,200748,"+41.0446886","-081.9321333",1500000US391034120002,"81","6.362922231",6,6,48.000000,129.000000,81.000000,572.000000,95.333333,97.000000,26.537186,48.000000,48.000000,81.000000,120.000000,39.000000,6,3,5.000000,7.000000,2.000000,37.000000,6.166667,6.500000,0.897527,6.000000,7.000000,5.000000,7.000000,2.000000,7,0.637,48,6,80179,283,75.066,0.060,0.064,-0.004,0.751
"39","035","186103","3","390351861033",Block Group 3,G5030,S,2570990,0,"+41.3160810","-081.8597080",1500000US390351861033,"37","3.696303696",5,5,19.000000,83.000000,64.000000,247.000000,49.400000,37.000000,25.366119,19.000000,19.000000,32.000000,76.000000,44.000000,5,3,3.000000,6.000000,3.000000,20.000000,4.000000,4.000000,1.095445,6.000000,3.000000,3.000000,4.000000,1.000000,6,2.304,32,3,,485,85.088,0.030,0.037,-0.007,0.851
"39","035","186107","4","390351861074",Block Group 4,G5030,S,1076057,0,"+41.3305545","-081.7910033",1500000US390351861074,"40","5.602240896",4,4,11.000000,553.000000,542.000000,817.000000,204.250000,126.500000,215.654092,11.000000,11.000000,25.500000,383.000000,357.500000,4,4,1.000000,27.000000,26.000000,42.000000,10.500000,7.000000,10.062306,1.000000,1.000000,2.500000,18.500000,16.000000,27,21.398,55,6,98177,200,58.309,0.060,0.056,0.004,0.583
"39","035","160900","3","390351609003",Block Group 3,G5030,S,895384,0,"+41.4697425","-081.8225070",1500000US390351609003,"141","9.319233311",6,6,42.000000,141.000000,99.000000,482.000000,80.333333,69.000000,34.237731,42.000000,42.000000,52.000000,109.000000,57.000000,6,5,4.000000,12.000000,8.000000,41.000000,6.833333,6.000000,2.608746,4.000000,6.000000,5.000000,8.000000,3.000000,12,2.681,70,5,66333,419,64.660,0.050,0.093,-0.043,0.647
"39","035","160601","1","390351606011",Block Group 1,G5030,S,147207,619858,"+41.4917539","-081.7731207",1500000US390351606011,"173","7.495667244",7,7,0.000000,149.000000,149.000000,512.000000,73.142857,72.000000,40.999751,0.000000,0.000000,62.000000,83.500000,21.500000,6,5,4.000000,12.000000,8.000000,52.000000,8.666667,9.000000,2.426703,4.000000,9.000000,8.000000,10.000000,2.000000,12,4.504,,,,,,,,,
"39","035","121700","1","390351217001",Block Group 1,G5030,S,332353,0,"+41.4552689","-081.5601582",1500000US390351217001,"59","7.544757033",4,4,52.000000,191.000000,139.000000,424.000000,106.000000,90.500000,53.930511,52.000000,52.000000,60.000000,152.000000,92.000000,4,4,6.000000,13.000000,7.000000,38.000000,9.500000,9.500000,3.041381,6.000000,6.000000,6.500000,12.500000,6.000000,13,5.455,68,6,75958,270,56.842,0.060,0.075,-0.015,0.568
"39","035","110801","1","390351108011",Block Group 1,G5030,S,232780,0,"+41.4646972","-081.6529790",1500000US390351108011,"49","15.36050157",5,5,25.000000,117.000000,92.000000,293.000000,58.600000,47.000000,33.850258,25.000000,25.000000,30.000000,74.000000,44.000000,5,4,5.000000,9.000000,4.000000,36.000000,7.200000,7.000000,1.600000,5.000000,9.000000,6.000000,9.000000,3.000000,9,-6.361,,,,,,,,,
"39","035","101603","4","390351016034",Block Group 4,G5030,S,115626,0,"+41.4717537","-081.7512995",1500000US390351016034,"38","6.608695652",4,4,40.000000,387.000000,347.000000,726.000000,181.500000,149.500000,127.323407,40.000000,40.000000,86.500000,276.500000,190.000000,4,4,6.000000,48.000000,42.000000,83.000000,20.750000,14.500000,16.145820,6.000000,6.000000,9.500000,32.000000,22.500000,48,41.391,,,,,,,,,
"39","035","104600","2","390351046002",Block Group 2,G5030,S,153399,0,"+41.4637437","-081.7007854",1500000US390351046002,"56","8.763693271",3,3,27.000000,78.000000,51.000000,140.000000,46.666667,35.000000,22.395436,27.000000,27.000000,31.000000,56.500000,25.500000,3,3,5.000000,7.000000,2.000000,18.000000,6.000000,6.000000,0.816497,5.000000,5.000000,5.500000,6.500000,1.000000,7,-1.764,,,,,,,,,
"39","035","104800","3","390351048003",Block Group 3,G5030,S,364576,0,"+41.4622533","-081.6966793",1500000US390351048003,"160","17.0212766",4,4,13.000000,146.000000,133.000000,331.000000,82.750000,86.000000,62.945909,13.000000,13.000000,20.000000,145.500000,125.500000,4,4,4.000000,20.000000,16.000000,40.000000,10.000000,8.000000,6.363961,4.000000,4.000000,4.500000,15.500000,11.000000,20,2.979,27,5,44018,139,61.778,0.050,0.170,-0.120,0.618
"39","035","160601","3","390351606013",Block Group 3,G5030,S,259275,0,"+41.4921773","-081.7795760",1500000US390351606013,"0","0",4,4,35.000000,93.000000,58.000000,252.000000,63.000000,62.000000,20.639767,35.000000,35.000000,47.000000,79.000000,32.000000,4,2,4.000000,9.000000,5.000000,26.000000,6.500000,6.500000,2.500000,4.000000,4.000000,4.000000,9.000000,5.000000,9,9.000,,,,,,,,,
"39","035","160601","2","390351606012",Block Group 2,G5030,S,154525,0,"+41.4895660","-081.7720370",1500000US390351606012,"266","21.0443038",7,7,59.000000,177.000000,118.000000,743.000000,106.142857,74.000000,45.733478,59.000000,59.000000,68.500000,148.000000,79.500000,7,7,4.000000,21.000000,17.000000,82.000000,11.714286,10.000000,5.469768,4.000000,4.000000,8.500000,15.000000,6.500000,21,-0.044,,,,,,,,,
"39","035","101400","1","390351014001",Block Group 1,G5030,S,933211,0,"+41.4724006","-081.7636139",1500000US390351014001,"70","8.092485549",4,4,0.000000,133.000000,133.000000,313.000000,78.250000,90.000000,52.356351,0.000000,0.000000,31.000000,125.500000,94.500000,3,3,5.000000,16.000000,11.000000,31.000000,10.333333,10.000000,4.496913,5.000000,5.000000,7.500000,13.000000,5.500000,16,7.908,118,10,30046,263,56.803,0.100,0.081,0.019,0.568
"39","035","101700","3","390351017003",Block Group 3,G5030,S,225724,0,"+41.4720487","-081.7453398",1500000US390351017003,"110","9.433962264",6,5,91.000000,387.000000,296.000000,975.000000,162.500000,119.000000,102.524387,91.000000,105.000000,105.000000,154.000000,49.000000,6,5,9.000000,48.000000,39.000000,113.000000,18.833333,13.000000,13.618819,9.000000,10.000000,10.000000,20.000000,10.000000,48,38.566,387,48,,529,93.794,0.480,0.094,0.386,0.938
"39","035","137101","2","390351371012",Block Group 2,G5030,S,5025652,93217,"+41.4423733","-081.7554245",1500000US390351371012,"138","8.108108108",14,13,0.000000,383.000000,383.000000,1734.000000,123.857143,74.000000,114.345877,26.000000,0.000000,32.000000,212.000000,180.000000,13,12,0.000000,45.000000,45.000000,151.000000,11.615385,10.000000,11.249195,0.000000,13.000000,4.000000,13.000000,9.000000,45,36.892,383,21,42188,703,78.460,0.210,0.081,0.129,0.785
"39","113","002700","3","391130027003",Block Group 3,G5030,S,321439,0,"+39.7416420","-084.1353245",1500000US391130027003,"109","12.16517857",4,4,33.000000,156.000000,123.000000,398.000000,99.500000,104.500000,56.046855,33.000000,33.000000,44.000000,155.000000,111.000000,4,4,3.000000,17.000000,14.000000,41.000000,10.250000,10.500000,5.068284,3.000000,3.000000,6.000000,14.500000,8.500000,17,4.835,,,,,,,,,
"39","113","002900","1","391130029001",Block Group 1,G5030,S,457318,0,"+39.7376316","-084.1350646",1500000US391130029001,"12","1.134215501",5,5,16.000000,156.000000,140.000000,435.000000,87.000000,55.000000,57.278268,16.000000,16.000000,54.000000,154.000000,100.000000,5,5,1.000000,17.000000,16.000000,45.000000,9.000000,9.000000,5.403702,1.000000,1.000000,6.000000,12.000000,6.000000,17,15.866,154,17,51792,277,67.726,0.170,0.011,0.159,0.677
"39","113","002900","3","391130029003",Block Group 3,G5030,S,271521,0,"+39.7259015","-084.1396110",1500000US391130029003,"8","1.072386059",4,4,0.000000,50.000000,50.000000,93.000000,23.250000,21.500000,18.184815,0.000000,0.000000,8.000000,38.500000,30.500000,4,4,0.000000,7.000000,7.000000,11.000000,2.750000,2.000000,2.680951,0.000000,0.000000,0.500000,5.000000,4.500000,7,5.928,0,0,40598,160,69.869,0.000,0.011,-0.011,0.699
"39","113","003300","1","391130033001",Block Group 1,G5030,S,160356,0,"+39.7456129","-084.1651904",1500000US391130033001,"63","10.97560976",3,3,69.000000,448.000000,379.000000,680.000000,226.666667,163.000000,161.142449,69.000000,69.000000,116.000000,305.500000,189.500000,3,3,9.000000,36.000000,27.000000,59.000000,19.666667,14.000000,11.728408,9.000000,9.000000,11.500000,25.000000,13.500000,36,25.024,163,14,44632,97,35.018,0.140,0.110,0.030,0.350
"39","113","165100","1","391131651001",Block Group 1,G5030,S,482607,0,"+39.7572171","-084.2292657",1500000US391131651001,"47","9.853249476",6,6,28.000000,131.000000,103.000000,504.000000,84.000000,89.000000,37.273762,28.000000,28.000000,46.000000,121.000000,75.000000,6,6,3.000000,18.000000,15.000000,60.000000,10.000000,8.500000,5.322906,3.000000,3.000000,6.000000,16.000000,10.000000,18,8.147,81,16,13708,147,68.372,0.160,0.099,0.061,0.684
"39","113","004600","1","391130046001",Block Group 1,G5030,S,797852,0,"+39.7492911","-084.2418054",1500000US391130046001,"8","2.110817942",5,5,26.000000,254.000000,228.000000,409.000000,81.800000,44.000000,86.381479,26.000000,26.000000,39.000000,46.000000,7.000000,5,5,4.000000,22.000000,18.000000,55.000000,11.000000,10.000000,6.324555,4.000000,4.000000,6.000000,13.000000,7.000000,22,19.889,254,22,33292,244,97.600,0.220,0.021,0.199,0.976
"39","113","090600","2","391130906002",Block Group 2,G5030,S,1233099,0,"+39.7729244","-084.1321702",1500000US391130906002,"155","5.751391466",8,8,0.000000,302.000000,302.000000,859.000000,107.375000,45.000000,118.778089,0.000000,0.000000,14.500000,219.000000,204.500000,7,6,1.000000,23.000000,22.000000,65.000000,9.285714,4.000000,8.580947,1.000000,4.000000,3.500000,15.000000,11.500000,23,17.249,137,8,27764,625,67.861,0.080,0.058,0.022,0.679
"39","113","090700","1","391130907001",Block Group 1,G5030,S,1008264,0,"+39.7639320","-084.1181393",1500000US391130907001,"110","7.051282051",6,6,41.000000,236.000000,195.000000,657.000000,109.500000,92.000000,72.248991,41.000000,41.000000,43.000000,153.000000,110.000000,6,5,4.000000,14.000000,10.000000,47.000000,7.833333,7.000000,3.670453,6.000000,4.000000,4.000000,11.000000,7.000000,14,6.949,49,4,46703,430,70.608,0.040,0.071,-0.031,0.706
"39","097","041200","3","390970412003",Block Group 3,G5030,S,7411145,0,"+39.7110837","-083.2895597",1500000US390970412003,"96","8.839779006",3,3,63.000000,65.000000,2.000000,192.000000,64.000000,64.000000,0.816497,63.000000,63.000000,63.500000,64.500000,1.000000,3,3,5.000000,8.000000,3.000000,19.000000,6.333333,6.000000,1.247219,5.000000,5.000000,5.500000,7.000000,1.500000,8,-0.840,64,6,49107,240,59.553,0.060,0.088,-0.028,0.596
"39","097","041300","1","390970413001",Block Group 1,G5030,S,162756738,0,"+39.7814613","-083.5498923",1500000US390970413001,"115","8.921644686",9,9,31.000000,159.000000,128.000000,696.000000,77.333333,57.000000,45.050589,31.000000,31.000000,38.000000,98.000000,60.000000,9,6,3.000000,12.000000,9.000000,62.000000,6.888889,7.000000,2.997942,3.000000,4.000000,4.000000,10.000000,6.000000,12,3.078,98,7,91042,326,61.860,0.070,0.089,-0.019,0.619
"39","097","040101","2","390970401012",Block Group 2,G5030,S,42058012,0,"+40.0279507","-083.3097302",1500000US390970401012,"51","3.632478632",6,6,47.000000,210.000000,163.000000,676.000000,112.666667,112.500000,51.057702,47.000000,47.000000,71.000000,123.000000,52.000000,6,6,4.000000,13.000000,9.000000,50.000000,8.333333,8.000000,3.036811,4.000000,4.000000,6.000000,11.000000,5.000000,13,9.368,115,9,91528,112,33.634,0.090,0.036,0.054,0.336
"39","035","134300","1","390351343001",Block Group 1,G5030,S,1302206,0,"+41.3749444","-081.8473985",1500000US390351343001,"1226","56.21274645",6,6,35.000000,1834.000000,1799.000000,3063.000000,510.500000,222.500000,637.306507,35.000000,35.000000,55.000000,694.000000,639.000000,6,4,4.000000,65.000000,61.000000,143.000000,23.833333,14.500000,22.988524,25.000000,4.000000,4.000000,41.000000,37.000000,65,8.787,1834,65,57965,237,52.434,0.650,0.562,0.088,0.524
"39","035","134300","2","390351343002",Block Group 2,G5030,S,1312645,82681,"+41.3641087","-081.8458631",1500000US390351343002,"776","34.36669619",5,5,35.000000,1834.000000,1799.000000,2421.000000,484.200000,113.000000,686.408450,35.000000,35.000000,55.000000,384.000000,329.000000,5,4,4.000000,65.000000,61.000000,109.000000,21.800000,11.000000,22.920733,11.000000,4.000000,4.000000,25.000000,21.000000,65,30.633,384,25,38594,506,80.190,0.250,0.344,-0.094,0.802
"39","113","004400","3","391130044003",Block Group 3,G5030,S,481458,0,"+39.7499425","-084.2654900",1500000US391130044003,"41","6.518282989",5,5,59.000000,254.000000,195.000000,824.000000,164.800000,160.000000,70.004000,59.000000,59.000000,125.000000,226.000000,101.000000,5,5,9.000000,22.000000,13.000000,76.000000,15.200000,15.000000,4.308132,9.000000,9.000000,13.000000,17.000000,4.000000,22,15.482,,,,,,,,,
"39","113","020300","2","391130203002",Block Group 2,G5030,S,1057246,0,"+39.6939450","-084.1750715",1500000US391130203002,"52","6.451612903",6,6,9.000000,202.000000,193.000000,375.000000,62.500000,45.000000,64.688355,9.000000,9.000000,17.000000,57.000000,40.000000,6,5,1.000000,10.000000,9.000000,30.000000,5.000000,5.500000,2.943920,1.000000,6.000000,2.000000,6.000000,4.000000,10,3.548,57,5,98750,353,69.488,0.050,0.065,-0.015,0.695
"39","113","020300","3","391130203003",Block Group 3,G5030,S,1500315,0,"+39.6982237","-084.1849360",1500000US391130203003,"43","4.045155221",6,6,9.000000,151.000000,142.000000,324.000000,54.000000,40.000000,45.763887,9.000000,9.000000,27.000000,57.000000,30.000000,6,5,1.000000,20.000000,19.000000,41.000000,6.833333,5.500000,6.148622,1.000000,6.000000,3.000000,6.000000,3.000000,20,15.955,41,6,104954,202,72.143,0.060,0.040,0.020,0.721
"39","113","020400","5","391130204005",Block Group 5,G5030,S,876796,0,"+39.6853828","-084.1735117",1500000US391130204005,"10","1.037344398",4,4,9.000000,86.000000,77.000000,229.000000,57.250000,67.000000,31.051369,9.000000,9.000000,30.000000,84.500000,54.500000,4,3,1.000000,6.000000,5.000000,17.000000,4.250000,5.000000,2.046338,1.000000,6.000000,2.500000,6.000000,3.500000,6,4.963,51,6,113824,292,75.648,0.060,0.010,0.050,0.756
"39","113","020700","2","391130207002",Block Group 2,G5030,S,718138,0,"+39.6926451","-084.1491147",1500000US391130207002,"64","4.980544747",4,4,13.000000,300.000000,287.000000,468.000000,117.000000,77.500000,109.139819,13.000000,13.000000,40.000000,194.000000,154.000000,4,4,2.000000,13.000000,11.000000,29.000000,7.250000,7.000000,3.960745,2.000000,2.000000,4.000000,10.500000,6.500000,13,8.019,67,6,53925,395,70.916,0.060,0.050,0.010,0.709
"39","035","140400","3","390351404003",Block Group 3,G5030,S,609281,0,"+41.5233798","-081.5444909",1500000US390351404003,"49","3.616236162",7,7,9.000000,227.000000,218.000000,655.000000,93.571429,56.000000,77.562615,9.000000,9.000000,30.500000,151.000000,120.500000,7,7,1.000000,19.000000,18.000000,58.000000,8.285714,6.000000,6.226998,1.000000,1.000000,3.500000,12.500000,9.000000,19,15.384,227,19,66250,364,70.817,0.190,0.036,0.154,0.708
"39","041","011421","3","390410114213",Block Group 3,G5030,S,3512930,59315,"+40.1429435","-083.0514407",1500000US390410114213,"11","0.837138508",8,8,27.000000,180.000000,153.000000,757.000000,94.625000,84.000000,52.227717,27.000000,27.000000,48.000000,143.000000,95.000000,8,5,2.000000,7.000000,5.000000,38.000000,4.750000,5.500000,1.984313,3.000000,2.000000,2.500000,6.500000,4.000000,7,6.163,27,2,162778,201,45.475,0.020,0.008,0.012,0.455
"39","035","151200","1","390351512001",Block Group 1,G5030,S,828196,679,"+41.5418833","-081.5608269",1500000US390351512001,"81","5.644599303",8,8,9.000000,133.000000,124.000000,653.000000,81.625000,96.500000,48.020666,9.000000,9.000000,29.500000,129.500000,100.000000,8,8,1.000000,15.000000,14.000000,57.000000,7.125000,6.500000,4.833154,1.000000,1.000000,2.500000,11.500000,9.000000,15,9.355,130,7,14901,1042,85.832,0.070,0.056,0.014,0.858
"39","041","011421","2","390410114212",Block Group 2,G5030,S,3148643,0,"+40.1519295","-083.0619178",1500000US390410114212,"95","5.188421628",4,4,27.000000,180.000000,153.000000,372.000000,93.000000,82.500000,56.324950,27.000000,27.000000,46.500000,139.500000,93.000000,4,4,2.000000,7.000000,5.000000,17.000000,4.250000,4.000000,1.920286,2.000000,2.000000,2.500000,6.000000,3.500000,7,1.812,66,5,154457,225,50.223,0.050,0.052,-0.002,0.502
